img1,img2,label
manuscript_images3/page_05.jpg,manuscript_images3/page_07.jpg,1
manuscript_images3/page_05.jpg,manuscript_images3/page_59.jpg,0
manuscript_images3/page_06.jpg,manuscript_images3/page_08.jpg,1
manuscript_images3/page_06.jpg,manuscript_images3/page_56.jpg,0
manuscript_images3/page_07.jpg,manuscript_images3/page_09.jpg,1
manuscript_images3/page_07.jpg,manuscript_images3/page_71.jpg,0
manuscript_images3/page_08.jpg,manuscript_images3/page_10.jpg,1
manuscript_images3/page_08.jpg,manuscript_images3/page_294.jpg,0
manuscript_images3/page_09.jpg,manuscript_images3/page_11.jpg,1
manuscript_images3/page_09.jpg,manuscript_images3/page_79.jpg,0
manuscript_images3/page_10.jpg,manuscript_images3/page_12.jpg,1
manuscript_images3/page_10.jpg,manuscript_images3/page_68.jpg,0
manuscript_images3/page_11.jpg,manuscript_images3/page_13.jpg,1
manuscript_images3/page_11.jpg,manuscript_images3/page_289.jpg,0
manuscript_images3/page_28.jpg,manuscript_images3/page_30.jpg,1
manuscript_images3/page_28.jpg,manuscript_images3/page_324.jpg,0
manuscript_images3/page_29.jpg,manuscript_images3/page_31.jpg,1
manuscript_images3/page_29.jpg,manuscript_images3/page_85.jpg,0
manuscript_images3/page_30.jpg,manuscript_images3/page_32.jpg,1
manuscript_images3/page_30.jpg,manuscript_images3/page_342.jpg,0
manuscript_images3/page_31.jpg,manuscript_images3/page_33.jpg,1
manuscript_images3/page_31.jpg,manuscript_images3/page_69.jpg,0
manuscript_images3/page_32.jpg,manuscript_images3/page_34.jpg,1
manuscript_images3/page_32.jpg,manuscript_images3/page_320.jpg,0
manuscript_images3/page_33.jpg,manuscript_images3/page_35.jpg,1
manuscript_images3/page_33.jpg,manuscript_images3/page_73.jpg,0
manuscript_images3/page_34.jpg,manuscript_images3/page_36.jpg,1
manuscript_images3/page_34.jpg,manuscript_images3/page_422.jpg,0
manuscript_images3/page_35.jpg,manuscript_images3/page_37.jpg,1
manuscript_images3/page_35.jpg,manuscript_images3/page_277.jpg,0
manuscript_images3/page_36.jpg,manuscript_images3/page_38.jpg,1
manuscript_images3/page_36.jpg,manuscript_images3/page_72.jpg,0
manuscript_images3/page_37.jpg,manuscript_images3/page_39.jpg,1
