img1,img2,label
manuscript_images2/page_5.jpg,manuscript_images2/page_7.jpg,1
manuscript_images2/page_5.jpg,manuscript_images2/page_285.jpg,0
manuscript_images2/page_6.jpg,manuscript_images2/page_8.jpg,1
manuscript_images2/page_6.jpg,manuscript_images2/page_362.jpg,0
manuscript_images2/page_7.jpg,manuscript_images2/page_9.jpg,1
manuscript_images2/page_7.jpg,manuscript_images2/page_253.jpg,0
manuscript_images2/page_8.jpg,manuscript_images2/page_10.jpg,1
manuscript_images2/page_8.jpg,manuscript_images2/page_124.jpg,0
manuscript_images2/page_9.jpg,manuscript_images2/page_11.jpg,1
manuscript_images2/page_9.jpg,manuscript_images2/page_115.jpg,0
manuscript_images2/page_10.jpg,manuscript_images2/page_12.jpg,1
manuscript_images2/page_10.jpg,manuscript_images2/page_328.jpg,0
manuscript_images2/page_11.jpg,manuscript_images2/page_13.jpg,1
manuscript_images2/page_11.jpg,manuscript_images2/page_19.jpg,0
manuscript_images2/page_12.jpg,manuscript_images2/page_14.jpg,1
manuscript_images2/page_12.jpg,manuscript_images2/page_92.jpg,0
manuscript_images2/page_13.jpg,manuscript_images2/page_15.jpg,1
manuscript_images2/page_13.jpg,manuscript_images2/page_323.jpg,0
manuscript_images2/page_14.jpg,manuscript_images2/page_16.jpg,1
manuscript_images2/page_14.jpg,manuscript_images2/page_244.jpg,0
manuscript_images2/page_15.jpg,manuscript_images2/page_17.jpg,1
manuscript_images2/page_15.jpg,manuscript_images2/page_179.jpg,0
manuscript_images2/page_16.jpg,manuscript_images2/page_18.jpg,1
manuscript_images2/page_16.jpg,manuscript_images2/page_380.jpg,0
manuscript_images2/page_17.jpg,manuscript_images2/page_19.jpg,1
manuscript_images2/page_17.jpg,manuscript_images2/page_37.jpg,0
manuscript_images2/page_18.jpg,manuscript_images2/page_20.jpg,1
manuscript_images2/page_18.jpg,manuscript_images2/page_344.jpg,0
manuscript_images2/page_19.jpg,manuscript_images2/page_21.jpg,1
manuscript_images2/page_19.jpg,manuscript_images2/page_165.jpg,0
manuscript_images2/page_20.jpg,manuscript_images2/page_22.jpg,1
manuscript_images2/page_20.jpg,manuscript_images2/page_284.jpg,0
manuscript_images2/page_21.jpg,manuscript_images2/page_23.jpg,1
manuscript_images2/page_21.jpg,manuscript_images2/page_227.jpg,0
manuscript_images2/page_22.jpg,manuscript_images2/page_24.jpg,1
manuscript_images2/page_22.jpg,manuscript_images2/page_170.jpg,0
manuscript_images2/page_23.jpg,manuscript_images2/page_25.jpg,1
manuscript_images2/page_23.jpg,manuscript_images2/page_135.jpg,0
manuscript_images2/page_24.jpg,manuscript_images2/page_26.jpg,1
manuscript_images2/page_24.jpg,manuscript_images2/page_314.jpg,0
manuscript_images2/page_25.jpg,manuscript_images2/page_27.jpg,1
manuscript_images2/page_25.jpg,manuscript_images2/page_63.jpg,0
manuscript_images2/page_26.jpg,manuscript_images2/page_28.jpg,1
manuscript_images2/page_26.jpg,manuscript_images2/page_100.jpg,0
manuscript_images2/page_27.jpg,manuscript_images2/page_29.jpg,1
manuscript_images2/page_27.jpg,manuscript_images2/page_139.jpg,0
manuscript_images2/page_28.jpg,manuscript_images2/page_30.jpg,1
manuscript_images2/page_28.jpg,manuscript_images2/page_200.jpg,0
manuscript_images2/page_29.jpg,manuscript_images2/page_31.jpg,1
manuscript_images2/page_29.jpg,manuscript_images2/page_335.jpg,0
manuscript_images2/page_30.jpg,manuscript_images2/page_32.jpg,1
manuscript_images2/page_30.jpg,manuscript_images2/page_76.jpg,0
manuscript_images2/page_31.jpg,manuscript_images2/page_33.jpg,1
manuscript_images2/page_31.jpg,manuscript_images2/page_69.jpg,0
manuscript_images2/page_32.jpg,manuscript_images2/page_34.jpg,1
manuscript_images2/page_32.jpg,manuscript_images2/page_320.jpg,0
manuscript_images2/page_33.jpg,manuscript_images2/page_35.jpg,1
manuscript_images2/page_33.jpg,manuscript_images2/page_109.jpg,0
manuscript_images2/page_34.jpg,manuscript_images2/page_36.jpg,1
manuscript_images2/page_34.jpg,manuscript_images2/page_166.jpg,0
manuscript_images2/page_35.jpg,manuscript_images2/page_37.jpg,1
manuscript_images2/page_35.jpg,manuscript_images2/page_163.jpg,0
manuscript_images2/page_36.jpg,manuscript_images2/page_38.jpg,1
manuscript_images2/page_36.jpg,manuscript_images2/page_170.jpg,0
manuscript_images2/page_37.jpg,manuscript_images2/page_39.jpg,1
manuscript_images2/page_37.jpg,manuscript_images2/page_235.jpg,0
manuscript_images2/page_38.jpg,manuscript_images2/page_40.jpg,1
manuscript_images2/page_38.jpg,manuscript_images2/page_362.jpg,0
manuscript_images2/page_39.jpg,manuscript_images2/page_41.jpg,1
manuscript_images2/page_39.jpg,manuscript_images2/page_315.jpg,0
manuscript_images2/page_40.jpg,manuscript_images2/page_42.jpg,1
manuscript_images2/page_40.jpg,manuscript_images2/page_294.jpg,0
manuscript_images2/page_41.jpg,manuscript_images2/page_43.jpg,1
manuscript_images2/page_41.jpg,manuscript_images2/page_79.jpg,0
manuscript_images2/page_42.jpg,manuscript_images2/page_44.jpg,1
manuscript_images2/page_42.jpg,manuscript_images2/page_294.jpg,0
manuscript_images2/page_43.jpg,manuscript_images2/page_45.jpg,1
manuscript_images2/page_43.jpg,manuscript_images2/page_343.jpg,0
manuscript_images2/page_44.jpg,manuscript_images2/page_46.jpg,1
manuscript_images2/page_44.jpg,manuscript_images2/page_222.jpg,0
manuscript_images2/page_45.jpg,manuscript_images2/page_47.jpg,1
manuscript_images2/page_45.jpg,manuscript_images2/page_199.jpg,0
manuscript_images2/page_46.jpg,manuscript_images2/page_48.jpg,1
manuscript_images2/page_46.jpg,manuscript_images2/page_118.jpg,0
manuscript_images2/page_47.jpg,manuscript_images2/page_49.jpg,1
manuscript_images2/page_47.jpg,manuscript_images2/page_405.jpg,0
manuscript_images2/page_48.jpg,manuscript_images2/page_50.jpg,1
manuscript_images2/page_48.jpg,manuscript_images2/page_330.jpg,0
manuscript_images2/page_49.jpg,manuscript_images2/page_51.jpg,1
manuscript_images2/page_49.jpg,manuscript_images2/page_291.jpg,0
manuscript_images2/page_50.jpg,manuscript_images2/page_52.jpg,1
manuscript_images2/page_50.jpg,manuscript_images2/page_386.jpg,0
manuscript_images2/page_51.jpg,manuscript_images2/page_53.jpg,1
manuscript_images2/page_51.jpg,manuscript_images2/page_247.jpg,0
manuscript_images2/page_52.jpg,manuscript_images2/page_54.jpg,1
manuscript_images2/page_52.jpg,manuscript_images2/page_296.jpg,0
manuscript_images2/page_53.jpg,manuscript_images2/page_55.jpg,1
manuscript_images2/page_53.jpg,manuscript_images2/page_285.jpg,0
manuscript_images2/page_54.jpg,manuscript_images2/page_56.jpg,1
manuscript_images2/page_54.jpg,manuscript_images2/page_228.jpg,0
manuscript_images2/page_55.jpg,manuscript_images2/page_57.jpg,1
manuscript_images2/page_55.jpg,manuscript_images2/page_277.jpg,0
manuscript_images2/page_56.jpg,manuscript_images2/page_58.jpg,1
manuscript_images2/page_56.jpg,manuscript_images2/page_152.jpg,0
manuscript_images2/page_57.jpg,manuscript_images2/page_59.jpg,1
manuscript_images2/page_57.jpg,manuscript_images2/page_165.jpg,0
manuscript_images2/page_58.jpg,manuscript_images2/page_60.jpg,1
manuscript_images2/page_58.jpg,manuscript_images2/page_160.jpg,0
manuscript_images2/page_59.jpg,manuscript_images2/page_61.jpg,1
manuscript_images2/page_59.jpg,manuscript_images2/page_149.jpg,0
manuscript_images2/page_60.jpg,manuscript_images2/page_62.jpg,1
manuscript_images2/page_60.jpg,manuscript_images2/page_72.jpg,0
manuscript_images2/page_61.jpg,manuscript_images2/page_63.jpg,1
manuscript_images2/page_61.jpg,manuscript_images2/page_79.jpg,0
manuscript_images2/page_62.jpg,manuscript_images2/page_64.jpg,1
manuscript_images2/page_62.jpg,manuscript_images2/page_94.jpg,0
manuscript_images2/page_63.jpg,manuscript_images2/page_65.jpg,1
manuscript_images2/page_63.jpg,manuscript_images2/page_219.jpg,0
manuscript_images2/page_64.jpg,manuscript_images2/page_66.jpg,1
manuscript_images2/page_64.jpg,manuscript_images2/page_146.jpg,0
manuscript_images2/page_65.jpg,manuscript_images2/page_67.jpg,1
manuscript_images2/page_65.jpg,manuscript_images2/page_267.jpg,0
manuscript_images2/page_66.jpg,manuscript_images2/page_68.jpg,1
manuscript_images2/page_66.jpg,manuscript_images2/page_340.jpg,0
manuscript_images2/page_67.jpg,manuscript_images2/page_69.jpg,1
manuscript_images2/page_67.jpg,manuscript_images2/page_351.jpg,0
manuscript_images2/page_68.jpg,manuscript_images2/page_70.jpg,1
manuscript_images2/page_68.jpg,manuscript_images2/page_372.jpg,0
manuscript_images2/page_69.jpg,manuscript_images2/page_71.jpg,1
manuscript_images2/page_69.jpg,manuscript_images2/page_213.jpg,0
manuscript_images2/page_70.jpg,manuscript_images2/page_72.jpg,1
manuscript_images2/page_70.jpg,manuscript_images2/page_114.jpg,0
manuscript_images2/page_71.jpg,manuscript_images2/page_73.jpg,1
manuscript_images2/page_71.jpg,manuscript_images2/page_231.jpg,0
manuscript_images2/page_72.jpg,manuscript_images2/page_74.jpg,1
manuscript_images2/page_72.jpg,manuscript_images2/page_338.jpg,0
manuscript_images2/page_73.jpg,manuscript_images2/page_75.jpg,1
manuscript_images2/page_73.jpg,manuscript_images2/page_389.jpg,0
manuscript_images2/page_74.jpg,manuscript_images2/page_76.jpg,1
manuscript_images2/page_74.jpg,manuscript_images2/page_226.jpg,0
manuscript_images2/page_75.jpg,manuscript_images2/page_77.jpg,1
manuscript_images2/page_75.jpg,manuscript_images2/page_173.jpg,0
manuscript_images2/page_76.jpg,manuscript_images2/page_78.jpg,1
manuscript_images2/page_76.jpg,manuscript_images2/page_90.jpg,0
manuscript_images2/page_77.jpg,manuscript_images2/page_79.jpg,1
manuscript_images2/page_77.jpg,manuscript_images2/page_329.jpg,0
manuscript_images2/page_78.jpg,manuscript_images2/page_80.jpg,1
manuscript_images2/page_78.jpg,manuscript_images2/page_204.jpg,0
manuscript_images2/page_79.jpg,manuscript_images2/page_81.jpg,1
manuscript_images2/page_79.jpg,manuscript_images2/page_329.jpg,0
manuscript_images2/page_80.jpg,manuscript_images2/page_82.jpg,1
manuscript_images2/page_80.jpg,manuscript_images2/page_234.jpg,0
manuscript_images2/page_81.jpg,manuscript_images2/page_83.jpg,1
manuscript_images2/page_81.jpg,manuscript_images2/page_317.jpg,0
manuscript_images2/page_82.jpg,manuscript_images2/page_84.jpg,1
manuscript_images2/page_82.jpg,manuscript_images2/page_344.jpg,0
manuscript_images2/page_83.jpg,manuscript_images2/page_85.jpg,1
manuscript_images2/page_83.jpg,manuscript_images2/page_263.jpg,0
manuscript_images2/page_84.jpg,manuscript_images2/page_86.jpg,1
